"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","part","slider_start","ID","set_ID","prob","amount","last_location","actual_choice","actual_EV","binary_id","trinary_id","catch","A_key","D_key","choice_prob","choice_amount","chosen_part","potential_prize_prob","potential_prize_amount","won_prize","total_prize","prize_cost","accuracy"
"","","","","","html-slider-response","256","1731551","0.0-25.0-0.16","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","19","13C,30A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","257","1733808","0.0-25.0-1.16","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2256","
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","18","evaluation","26","19","13C,30A","30","58","18","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","258","1734792","0.0-25.0-2.16","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","259","1735807","0.0-25.0-0.17","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","26","2B,16A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","260","1737694","0.0-25.0-1.17","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1886","
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","32","evaluation","68","26","2B,16A","45","71","32","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","261","1738912","0.0-25.0-2.17","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","262","1739913","0.0-25.0-0.18","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","9","14A,23A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","263","1741678","0.0-25.0-1.18","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1765","
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","1","evaluation","26","9","14A,23A","25","18","1","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","264","1742858","0.0-25.0-2.18","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","265","1743859","0.0-25.0-0.19","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","12","1C,7C,15C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","266","1747102","0.0-25.0-1.19","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","3242","
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","9","evaluation","33","12","1C,7C,15C","60","36","9","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","267","1747666","0.0-25.0-2.19","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","268","1748668","0.0-25.0-0.20","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","6","14B,21C,25C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","269","1752598","0.0-25.0-1.20","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","3929","
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","1","evaluation","57","6","14B,21C,25C","45","11","1","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","270","1753998","0.0-25.0-2.20","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","271","1755001","0.0-25.0-0.21","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","21","11C,18C,25A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","272","1757606","0.0-25.0-1.21","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2604","
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","17","evaluation","35","21","11C,18C,25A","45","58","17","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","273","1758436","0.0-25.0-2.21","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","274","1759438","0.0-25.0-0.22","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","17","2A,7A,9A,15B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","275","1763054","0.0-25.0-1.22","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","3615","
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","17","evaluation","19","17","2A,7A,9A,15B","60","43","17","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","276","1764138","0.0-25.0-2.22","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","277","1765141","0.0-25.0-0.23","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","14","4B,5A,13B,16B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","278","1766718","0.0-25.0-1.23","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1576","
                  <p style=""text-align: center;"">₪36
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","9","evaluation","29","14","4B,5A,13B,16B","75","36","9","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","279","1767569","0.0-25.0-2.23","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","280","1768571","0.0-25.0-0.24","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","18","11B,19B,24A,26A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","281","1772055","0.0-25.0-1.24","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","3482","
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","11","evaluation","7","18","11B,19B,24A,26A","75","43","11","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","282","1772938","0.0-25.0-2.24","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","283","1773941","0.0-25.0-0.25","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","13","3A,5C,10B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","284","1775870","0.0-25.0-1.25","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1928","
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","14","evaluation","43","13","3A,5C,10B","70","36","14","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","285","1776947","0.0-25.0-2.25","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","286","1777950","0.0-25.0-0.26","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","31","8A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","287","1780526","0.0-25.0-1.26","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2576","
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","40","evaluation","62","31","8A","65","79","40","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","288","1781665","0.0-25.0-2.26","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","289","1782667","0.0-25.0-0.27","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪4
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","1","6C,29B,30C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","290","1784438","0.0-25.0-1.27","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1771","
                  <p style=""text-align: center;"">₪4
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","1","evaluation","43","1","6C,29B,30C","25","4","1","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","291","1785611","0.0-25.0-2.27","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","292","1786614","0.0-25.0-0.28","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","24","6A,21A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","293","1790614","0.0-25.0-1.28","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","4000","
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","28","evaluation","24","24","6A,21A","25","64","28","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","294","1791478","0.0-25.0-2.28","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","295","1792481","0.0-25.0-0.29","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","25","1B,3B,4A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","296","1794886","0.0-25.0-1.29","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2405","
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","31","evaluation","76","25","1B,3B,4A","50","64","31","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","297","1795763","0.0-25.0-2.29","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","298","1796765","0.0-25.0-0.30","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","22","10A,11A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","299","1799182","0.0-25.0-1.30","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2417","
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","25","evaluation","1","22","10A,11A","45","61","25","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","300","1800163","0.0-25.0-2.30","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","301","1801173","0.0-26.0","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","302","1801876","0.0-27.0","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","","null","delay","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","303","1805353","0.0-28.0","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","3476","
        <h1>יפה מאוד! סיימתם את חלק 1!</h1>
        <p>מיד נעבור לחלק 2.</p>
        <p>לחצו רווח במקלדת כדי להמשיך.</p>"," ","instructions","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","304","1821142","0.0-29.0","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","15739","
          <h1>חלק 2</h1>
          <p>בחלק זה יוצגו בפניכם שתי הגרלות.
          <br>אתם מתבקשים לבחור את ההגרלה שתרצו להשתתף בה.
          <br>שימו לב! בסוף הניסוי נבחר שלב אחד באקראי ונממש את ההגרלה שבחרתם. כלומר, הבחירה שלכם יכולה להפוך לכסף אמיתי.
          <br><br>לחצו רווח כדי להמשיך.</p>"," ","instructions","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","305","1844630","0.0-30.0","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","22786","
          <p>בואו נתחיל בדוגמה:
          <br>לפניכם שתי הגרלות.
          <br>לחצו 'A' אם אתם מעדיפים את ההגרלה השמאלית
          <br>לחצו 'D' אם אתם מעדיפים את ההגרלה הימנית
          <p class=""lotteries"">
            <span><img src='img/A.png', width=""30""></span>
            <span><img src='img/D.png', width=""30""></span>
          </p>
          <p class=""lotteries"">
            <span>₪39</span>
            <span>₪54</span>
          </p>
          <p class=""lotteries"">
            <span>65%</span>
            <span>35%</span>
          </p>","a","example","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","306","1853303","0.0-31.0","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","7970","<p>יפה מאוד!
                  <br>בחרתם את ההגרלה השמאלית. נשמע נכון?
                  <br>בואו ננסה דוגמה נוספת:</p>
                  <p class=""lotteries"">
                    <span><img src='img/A.png', width=""30""></span>
                    <span><img src='img/D.png', width=""30""></span>
                  </p>
                  <p class=""lotteries"">
                    <span>₪29</span>
                    <span>₪43</span>
                  </p>
                  <p class=""lotteries"">
                    <span>30%</span>
                    <span>65%</span>
                  </p>","d","example","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","307","1858662","0.0-32.0","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","4656","<p>יפה. כעת בחרתם את ההגרלה הימנית. 
                  <br>מיד נתחיל בניסוי.
                  <br>אתם תראו זוגות של הגרלות ותתבקשו לבחור את ההגרלה המועדפת עליכם.
                  <br><br>לחצו רווח כדי להמשיך.</p>"," ","instructions","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","308","1860605","0.0-33.0-0.0","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","309","1864951","0.0-33.0-1.0","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","4346","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪11</span>
                      <span>₪16</span>
                    </p>
                    <p class=""lotteries"">
                      <span>25%</span>
                      <span>20%</span>
                    </p>","d","binary","","","","","","","A","3.2","27","27","0","B","A","20","16","","","","","","",""
"","","","","","html-keyboard-response","310","1866415","0.0-33.0-0.1","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","311","1869943","0.0-33.0-1.1","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","3527","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪61</span>
                      <span>₪43</span>
                    </p>
                    <p class=""lotteries"">
                      <span>45%</span>
                      <span>75%</span>
                    </p>","d","binary","","","","","","","B","32.25","11","11","0","A","B","75","43","","","","","","",""
"","","","","","html-keyboard-response","312","1871105","0.0-33.0-0.2","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","313","1873975","0.0-33.0-1.2","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2869","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪64</span>
                      <span>₪11</span>
                    </p>
                    <p class=""lotteries"">
                      <span>25%</span>
                      <span>75%</span>
                    </p>","a","binary","","","","","","","A","16","6","6","0","A","B","25","64","","","","","","",""
"","","","","","html-keyboard-response","314","1874965","0.0-33.0-0.3","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","315","1878454","0.0-33.0-1.3","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","3489","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪43</span>
                      <span>₪61</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>55%</span>
                    </p>","d","binary","","","","","","","B","33.55","26","26","0","A","B","55","61","","","","","","",""
"","","","","","html-keyboard-response","316","1879498","0.0-33.0-0.4","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","317","1882886","0.0-33.0-1.4","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","3388","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪71</span>
                      <span>₪79</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>65%</span>
                    </p>","a","binary","","","","","","","B","53.25","8","8","0","B","A","75","71","","","","","","",""
"","","","","","html-keyboard-response","318","1884200","0.0-33.0-0.5","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","319","1886822","0.0-33.0-1.5","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2621","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪64</span>
                      <span>₪36</span>
                    </p>
                    <p class=""lotteries"">
                      <span>50%</span>
                      <span>75%</span>
                    </p>","a","binary","","","","","","","A","32","4","4","0","A","B","50","64","","","","","","",""
"","","","","","html-keyboard-response","320","1887677","0.0-33.0-0.6","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","321","1891926","0.0-33.0-1.6","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","4249","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪4</span>
                      <span>₪18</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>25%</span>
                    </p>","d","binary","","","","","","","A","4.5","23","23","0","B","A","25","18","","","","","","",""
"","","","","","html-keyboard-response","322","1892924","0.0-33.0-0.7","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","323","1897046","0.0-33.0-1.7","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","4122","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪64</span>
                    </p>
                    <p class=""lotteries"">
                      <span>70%</span>
                      <span>50%</span>
                    </p>","d","binary","","","","","","","B","32","3","3","0","A","B","50","64","","","","","","",""
"","","","","","html-keyboard-response","324","1898186","0.0-33.0-0.8","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","325","1901238","0.0-33.0-1.8","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","3051","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪71</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>45%</span>
                    </p>","d","binary","","","","","","","A","31.95","16","16","0","B","A","45","71","","","","","","",""
"","","","","","html-keyboard-response","326","1902622","0.0-33.0-0.9","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","327","1905830","0.0-33.0-1.9","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","3207","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪11</span>
                      <span>₪18</span>
                    </p>
                    <p class=""lotteries"">
                      <span>45%</span>
                      <span>25%</span>
                    </p>","d","binary","","","","","","","A","4.5","14","14","0","B","A","25","18","","","","","","",""
"","","","","","html-keyboard-response","328","1906638","0.0-33.0-0.10","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","329","1909254","0.0-33.0-1.10","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2616","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪16</span>
                      <span>₪4</span>
                    </p>
                    <p class=""lotteries"">
                      <span>20%</span>
                      <span>50%</span>
                    </p>","a","binary","","","","","","","A","3.2","17","17","0","A","B","20","16","","","","","","",""
"","","","","","html-keyboard-response","330","1910251","0.0-33.0-0.11","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
