"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","part","slider_start","ID","set_ID","prob","amount","last_location","actual_choice","actual_EV","binary_id","trinary_id","catch","direction","A_key","S_key","D_key","choice_prob","choice_amount","potential_prize_prob","potential_prize_amount","won_prize","total_prize","accuracy"
"true","false","[]","[]","[]","preload","0","15","0.0-0.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","40949","0.0-1.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","
          <h1>שלום וברוכים הבאים!</h1>
          <p>לפניכם ניסוי בקבלת החלטות עם שני חלקים.
          <br><br>לחצו על העכבר כדי להמשיך.</p>","0","example","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","51934","0.0-2.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","
        <h1>חלק 1</h1>
        <p>בקרוב יוצגו בפניכם הגרלות.
        <br>עליכם לבחור את המחיר המירבי שתהיו מוכנים לשלם כדי להשתתף בהגרלה שתוצג.
        <br>יש לכם תקציב של ₪80 לכל הגרלה. 
        <br>נסו להעריך כל הגרלה בנפרד ולחשוב כמה היא שווה עבורכם, ₪80 זמינים לכל הגרלה בנפרד.
        <br><br>לחצו על העכבר כדי להמשיך.</p>","1","instructions","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","3","66253","0.0-3.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","
        <p>בסוף הניסוי, המחשב יבחר את אחת ההגרלות ויקבע מחיר לכרטיס עבורה. 
        <br>במידה והמחיר שבחרתם נמוך מהמחיר שנבחר על ידי המחשב, לא תשתתפו בהגרלה ותשארו עם מלוא התקציב.
        <br>במידה והמחיר שבחרתם גבוה מהמחיר שנבחר על ידי המחשב, תשלמו את המחיר שנקבע ותשתתפו בהגרלה.
        <br><br>לחצו על העכבר כדי להמשיך.</p>","1","instructions","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","4","87254","0.0-4.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","20885","
        <p style=""font-size: 42px;"">נתחיל עם דוגמא: 
        <br>ההגרלה מטה מציעה 65% סיכוי לזכות ב-₪40 
        <br>&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&ensp;35% סיכוי לזכות ב-₪0.
        <br><br>מה המחיר המירבי שתהיו מוכנים לשלם על כרטיס להגרלה זו בין 0 ל-₪80?
        <br>הזיזו את העכבר על פני המלבן ולחצו כדי לבצע בחירה.</p>
        
        <p style=""text-align: center;"">₪40<br>65%</p>

        <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","30","example","23","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","92557","0.0-5.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p>יפה מאוד!
                <br> בחרתם שתהיו מוכנים לשלם ₪30 כדי להשתתף בהגרלה:
                <br><p style=""text-align: center;"">₪40<br>65%</p>
                <p>נשמע נכון?
                <br>נניח שהגרלה זו נבחרה בסוף הניסוי.
                <br>כעת המחשב יקבע מחיר עבורה באקראי.
                <br>לחצו על העכבר להמשך.</p>","1","example","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","101989","0.0-6.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p>המחשב קבע מחיר: ₪63
                <br>ואתם בחרתם לשלם לכל היותר: ₪30
                <br><br>מכיוון שהמחיר שבחרתם נמוך מהמחיר שנקבע, לא תתשתתפו בהגרלה.
                <br>במקרה כזה, בסוף הניסוי תקבלו את כל התקציב ההתחלתי של ₪80.
                <br><br>לחצו על העכבר להמשך.</p>","1","example","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","7","109462","0.0-7.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","7206","<p style=""font-size: 42px;"">הנה עוד דוגמא:
                <br>ההגרלה מטה מציעה 35% סיכוי לזכות ב-₪18 
                <br>&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&ensp;65% סיכוי לזכות ב-₪0.</p>
        
                <p style=""text-align: center;"">₪18<br>35%</p>
                <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","71","example","68","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","115221","0.0-8.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p>הייתם מוכנים לשלם  ₪71 כדי להשתתף בהגרלה:
                <p style=""text-align: center;"">₪18<br>35%</p>
                <p>כעת נניח שהמחשב בחר את ההגרלה הזו בסוף הניסוי, וקבע עבורה מחיר.
                <br><br>לחצו על העכבר כדי להמשיך.</p>","1","instructions","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","130085","0.0-9.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p>המחשב קבע מחיר להגרלה: ₪19<br>ואתם בחרתם לשלם לכל היותר: ₪71
                <br><br>כעת המחיר שנקבע נמוך מזה שבחרתם, אז תשלמו את המחיר שקבע המחשב (₪19) ותשתתפו בהגרלה.
                <br>במקרה כזה, תסיימו את הניסוי עם תקציב של ₪61 ועם סיכוי לזכות ב-₪18 נוספים מההגרלה.
                <br>כלומר, תוכלו לקבל ₪61 אם לא תזכו בהגרלה, או ₪79 אם תזכו בהגרלה.
                <br><br>לחצו על העכבר להמשך.</p>","1","example","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","143125","0.0-10.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p>במהלך הניסוי, קודם תראו את ההגרלה ורק לאחר מכן תוכלו לבחור.
                <p>כמו כן, יהיו לכם מספר שניות מוגבל להגיב.
                <p>בואו ננסה זאת עם ההגרלה הקודמת.
                <br>לחצו על העכבר כדי להמשיך.</p>","1","instructions","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","11","144392","0.0-11.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                    <p style=""text-align: center;"">₪18<br>35%</p>
                    <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","45","instructions","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","12","148659","0.0-12.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","
                    <p style=""text-align: center;"">₪18<br>35%</p>
                    <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","instructions","49","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","13","149078","0.0-13.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p>לא הגבתם בזמן המוקצב לתגובה. 
                <br>נסו להגיב מהר יותר בפעם הבאה.
                <br><br>לחצו על העכבר כדי להמשיך.</p>","1","instructions","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","14","152693","0.0-14.0-0.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","3364","
                    <p style=""text-align: center;"">₪40<br>65%</p>
                    <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","37","instructions","65","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","15","155318","0.0-14.0-1.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p>יפה. הפעם בחרתם לשלם לכל היותר ₪37.
                <br><br>לחצו על העכבר כדי להמשיך.</p>","1","instructions","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","158693","0.0-15.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p>כעת נתחיל את הניסוי.
                <br><br>אתם תראו הגרלות ותתבקשו לבחור כמה תהיו מוכנים לשלם כדי להשתתף בהן.
                <br>יש לכם תקציב של ₪80 עבור כל הגרלה.
                <br>בסוף הניסוי הגרלה אחת תבחר באקראי ותשוחק.
                <br><br>לחצו על העכבר כדי להתחיל את הניסוי.</p>","1","instructions","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","159949","0.0-16.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","18","160959","0.0-17.0-0.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","11","3C,20A,22A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","19","164038","0.0-17.0-1.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","3078","
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","18","evaluation","61","11","3C,20A,22A","30","36","18","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","164863","0.0-17.0-2.0","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","21","165880","0.0-17.0-0.1","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","31","8A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","22","169882","0.0-17.0-1.1","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","34","31","8A","65","79","67","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","23","170556","0.0-17.0-2.1","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","24","171564","0.0-17.0-0.2","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","9","14A,23A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","25","173789","0.0-17.0-1.2","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","2224","
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","5","evaluation","23","9","14A,23A","25","18","5","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","26","174999","0.0-17.0-2.2","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","27","176001","0.0-17.0-0.3","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","24","6A,21A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","28","178390","0.0-17.0-1.3","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","2387","
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","50","evaluation","62","24","6A,21A","25","64","50","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","29","179563","0.0-17.0-2.3","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","30","180566","0.0-17.0-0.4","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","2","4C,17B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","31","182686","0.0-17.0-1.4","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","2118","
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","2","evaluation","69","2","4C,17B","50","4","2","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","32","183264","0.0-17.0-2.4","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","33","184279","0.0-17.0-0.5","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","29","8C,19A,24B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","34","188046","0.0-17.0-1.5","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","3765","
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","74","evaluation","23","29","8C,19A,24B","65","76","73","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","35","188775","0.0-17.0-2.5","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","36","189779","0.0-17.0-0.6","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","27","5B,18A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","37","193782","0.0-17.0-1.6","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","32","27","5B,18A","55","71","61","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","38","195247","0.0-17.0-2.6","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","39","196258","0.0-17.0-0.7","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","21","11C,18C,25A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","40","197790","0.0-17.0-1.7","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1530","
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","42","evaluation","16","21","11C,18C,25A","45","58","42","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","41","198356","0.0-17.0-2.7","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","42","199358","0.0-17.0-0.8","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","3","12B,20B,23B,27C,29C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","43","202318","0.0-17.0-1.8","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","2959","
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","22","evaluation","57","3","12B,20B,23B,27C,29C","75","4","22","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","44","202943","0.0-17.0-2.8","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","45","203956","0.0-17.0-0.9","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","18","11B,19B,24A,26A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","46","206782","0.0-17.0-1.9","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","2824","
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","79","evaluation","76","18","11B,19B,24A,26A","75","43","78","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","47","207396","0.0-17.0-2.9","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","48","208411","0.0-17.0-0.10","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","17","2A,7A,9A,15B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","49","209269","0.0-17.0-1.10","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","857","
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","52","evaluation","75","17","2A,7A,9A,15B","60","43","51","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","50","210601","0.0-17.0-2.10","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","51","211609","0.0-17.0-0.11","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","15","9C,25B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","52","212446","0.0-17.0-1.11","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","835","
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","43","evaluation","58","15","9C,25B","60","39","43","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","53","213677","0.0-17.0-2.11","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","54","214685","0.0-17.0-0.12","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","4","12C,17C,23C,28C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","55","215622","0.0-17.0-1.12","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","935","
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","7","evaluation","5","4","12C,17C,23C,28C","20","11","8","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","56","216570","0.0-17.0-2.12","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","57","217582","0.0-17.0-0.13","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","26","2B,16A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","58","218718","0.0-17.0-1.13","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1134","
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","52","evaluation","28","26","2B,16A","45","71","51","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","59","219446","0.0-17.0-2.13","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","60","220453","0.0-17.0-0.14","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","20","10C,13A,19C,21B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","61","222229","0.0-17.0-1.14","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1775","
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","19","evaluation","44","20","10C,13A,19C,21B","40","58","19","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","62","222787","0.0-17.0-2.14","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","63","223791","0.0-17.0-0.15","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","16","1A,15A,26C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","64","225166","0.0-17.0-1.15","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1374","
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","60","evaluation","20","16","1A,15A,26C","65","39","60","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","65","226460","0.0-17.0-2.15","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","66","227471","0.0-17.0-0.16","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","6","14B,21C,25C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","67","228190","0.0-17.0-1.16","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","718","
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","20","evaluation","73","6","14B,21C,25C","45","11","21","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","68","229342","0.0-17.0-2.16","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","69","230354","0.0-17.0-0.17","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","12","1C,7C,15C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","70","231942","0.0-17.0-1.17","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1587","
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","51","evaluation","63","12","1C,7C,15C","60","36","51","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","71","233416","0.0-17.0-2.17","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","72","234419","0.0-17.0-0.18","50052cbf-eedb-4b9a-bc19-fe6cde12d8bc","1000","
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","25","1B,3B,4A","","","","","","","","","","","","","","","","","","",""
