success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,rt,stimulus,response,part,slider_start,ID,set_ID,prob,amount,last_location,actual_choice,actual_EV,binary_id,trinary_id,catch,A_key,D_key,choice_prob,choice_amount,potential_prize_prob,potential_prize_amount,won_prize,remaining_budget,total_prize
,,,,,html-slider-response,133,353147,0.0-21.0-1.6,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3197,"
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",1,evaluation,16,10,"2C,16C,22B,28A",50,18,2,,,,,,,,,,,,,,
,,,,,html-keyboard-response,134,354140,0.0-21.0-2.6,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,135,355151,0.0-21.0-0.7,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,13,"3A,5C,10B",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,136,358355,0.0-21.0-1.7,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3203,"
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",7,evaluation,26,13,"3A,5C,10B",70,36,7,,,,,,,,,,,,,,
,,,,,html-keyboard-response,137,359476,0.0-21.0-2.7,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,138,360492,0.0-21.0-0.8,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,22,"10A,11A",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,139,364497,0.0-21.0-1.8,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,56,22,"10A,11A",45,61,9,,,,,,,,,,,,,,
,,,,,html-keyboard-response,140,365582,0.0-21.0-2.8,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,141,366586,0.0-21.0-0.9,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,30,9B,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,142,370283,0.0-21.0-1.9,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3697,"
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",9,evaluation,4,30,9B,40,79,10,,,,,,,,,,,,,,
,,,,,html-keyboard-response,143,371231,0.0-21.0-2.9,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,144,372232,0.0-21.0-0.10,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,16,"1A,15A,26C",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,145,375251,0.0-21.0-1.10,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3017,"
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",4,evaluation,38,16,"1A,15A,26C",65,39,4,,,,,,,,,,,,,,
,,,,,html-keyboard-response,146,376470,0.0-21.0-2.10,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,147,377485,0.0-21.0-0.11,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,20,"10C,13A,19C,21B",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,148,381487,0.0-21.0-1.11,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,48,20,"10C,13A,19C,21B",40,58,6,,,,,,,,,,,,,,
,,,,,html-keyboard-response,149,382033,0.0-21.0-2.11,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,150,383043,0.0-21.0-0.12,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,8,"14C,17A,20C,27A",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,151,385515,0.0-21.0-1.12,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,2471,"
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",1,evaluation,57,8,"14C,17A,20C,27A",20,16,2,,,,,,,,,,,,,,
,,,,,html-keyboard-response,152,386063,0.0-21.0-2.12,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,153,387079,0.0-21.0-0.13,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,25,"1B,3B,4A",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,154,391088,0.0-21.0-1.13,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,45,25,"1B,3B,4A",50,64,9,,,,,,,,,,,,,,
,,,,,html-keyboard-response,155,392551,0.0-21.0-2.13,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,156,393562,0.0-21.0-0.14,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪4
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,1,"6C,29B,30C",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,157,395107,0.0-21.0-1.14,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1544,"
                  <p style=""text-align: center;"">₪4
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,evaluation,25,1,"6C,29B,30C",25,4,0,,,,,,,,,,,,,,
,,,,,html-keyboard-response,158,395678,0.0-21.0-2.14,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,159,396691,0.0-21.0-0.15,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,7,"6B,18B,22C,24C,29A",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,160,399075,0.0-21.0-1.15,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,2383,"
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,evaluation,60,7,"6B,18B,22C,24C,29A",75,11,1,,,,,,,,,,,,,,
,,,,,html-keyboard-response,161,399754,0.0-21.0-2.15,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,162,400767,0.0-21.0-0.16,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,31,8A,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,163,404355,0.0-21.0-1.16,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3587,"
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",3,evaluation,39,31,8A,65,79,4,,,,,,,,,,,,,,
,,,,,html-keyboard-response,164,405253,0.0-21.0-2.16,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,165,406267,0.0-21.0-0.17,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,2,"4C,17B",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,166,407243,0.0-21.0-1.17,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,975,"
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,evaluation,9,2,"4C,17B",50,4,0,,,,,,,,,,,,,,
,,,,,html-keyboard-response,167,408006,0.0-21.0-2.17,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,168,409009,0.0-21.0-0.18,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,4,"12C,17C,23C,28C",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,169,412947,0.0-21.0-1.18,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3937,"
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",2,evaluation,60,4,"12C,17C,23C,28C",20,11,3,,,,,,,,,,,,,,
,,,,,html-keyboard-response,170,413702,0.0-21.0-2.18,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,171,414710,0.0-21.0-0.19,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,15,"9C,25B",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,172,418339,0.0-21.0-1.19,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3627,"
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",5,evaluation,25,15,"9C,25B",60,39,6,,,,,,,,,,,,,,
,,,,,html-keyboard-response,173,418983,0.0-21.0-2.19,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,174,419999,0.0-21.0-0.20,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,24,"6A,21A",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,175,423771,0.0-21.0-1.20,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3771,"
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",2,evaluation,13,24,"6A,21A",25,64,3,,,,,,,,,,,,,,
,,,,,html-keyboard-response,176,424736,0.0-21.0-2.20,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,177,425747,0.0-21.0-0.21,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,21,"11C,18C,25A",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,178,429339,0.0-21.0-1.21,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3590,"
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",3,evaluation,37,21,"11C,18C,25A",45,58,4,,,,,,,,,,,,,,
,,,,,html-keyboard-response,179,430072,0.0-21.0-2.21,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,180,431088,0.0-21.0-0.22,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪11
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,5,"12A,27B,28B,30B",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,181,433851,0.0-21.0-1.22,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,2762,"
                  <p style=""text-align: center;"">₪11
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",2,evaluation,57,5,"12A,27B,28B,30B",25,11,3,,,,,,,,,,,,,,
,,,,,html-keyboard-response,182,435052,0.0-21.0-2.22,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,183,436058,0.0-21.0-0.23,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,6,"14B,21C,25C",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,184,439979,0.0-21.0-1.23,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3919,"
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",4,evaluation,78,6,"14B,21C,25C",45,11,5,,,,,,,,,,,,,,
,,,,,html-keyboard-response,185,440577,0.0-21.0-2.23,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,186,441579,0.0-21.0-0.24,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,29,"8C,19A,24B",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,187,445035,0.0-21.0-1.24,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3454,"
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",12,evaluation,68,29,"8C,19A,24B",65,76,13,,,,,,,,,,,,,,
,,,,,html-keyboard-response,188,446122,0.0-21.0-2.24,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,189,447126,0.0-21.0-0.25,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,18,"11B,19B,24A,26A",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,190,451129,0.0-21.0-1.25,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,67,18,"11B,19B,24A,26A",75,43,13,,,,,,,,,,,,,,
,,,,,html-keyboard-response,191,451860,0.0-21.0-2.25,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,192,452863,0.0-21.0-0.26,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,11,"3C,20A,22A",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,193,456339,0.0-21.0-1.26,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3475,"
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",5,evaluation,61,11,"3C,20A,22A",30,36,5,,,,,,,,,,,,,,
,,,,,html-keyboard-response,194,457285,0.0-21.0-2.26,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,195,458286,0.0-21.0-0.27,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,17,"2A,7A,9A,15B",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,196,462299,0.0-21.0-1.27,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,26,17,"2A,7A,9A,15B",60,43,10,,,,,,,,,,,,,,
,,,,,html-keyboard-response,197,463629,0.0-21.0-2.27,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,198,464645,0.0-21.0-0.28,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,26,"2B,16A",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,199,468516,0.0-21.0-1.28,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3869,"
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",4,evaluation,40,26,"2B,16A",45,71,5,,,,,,,,,,,,,,
,,,,,html-keyboard-response,200,469332,0.0-21.0-2.28,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,201,470336,0.0-21.0-0.29,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,27,"5B,18A",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,202,474341,0.0-21.0-1.29,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,58,27,"5B,18A",55,71,9,,,,,,,,,,,,,,
,,,,,html-keyboard-response,203,475625,0.0-21.0-2.29,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,204,476640,0.0-21.0-0.30,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,12,"1C,7C,15C",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,205,480644,0.0-21.0-1.30,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,8,12,"1C,7C,15C",60,36,9,,,,,,,,,,,,,,
,,,,,html-keyboard-response,206,481893,0.0-21.0-2.30,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,207,482905,0.0-22.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,208,490507,0.0-23.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p>הפסקה.
          <br>לחצו כדי להמשיך.</p>",1,scan_wait,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,209,491518,0.0-24.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,210,492535,0.0-25.0-0.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,4,"12C,17C,23C,28C",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,211,495612,0.0-25.0-1.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3075,"
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",1,evaluation,18,4,"12C,17C,23C,28C",20,11,2,,,,,,,,,,,,,,
,,,,,html-keyboard-response,212,496766,0.0-25.0-2.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,213,497768,0.0-25.0-0.1,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,12,"1C,7C,15C",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,214,501770,0.0-25.0-1.1,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,15,12,"1C,7C,15C",60,36,9,,,,,,,,,,,,,,
