success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,rt,stimulus,response,part,slider_start,ID,set_ID,prob,amount,last_location,actual_choice,actual_EV,binary_id,trinary_id,catch,A_key,D_key,choice_prob,choice_amount,total_prize
,,,,,html-slider-response,76,236048,0.0-17.0-0.20,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,24,"6A,21A",,,,,,,,,,,,,
,,,,,html-slider-response,77,239534,0.0-17.0-1.20,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3486,"
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",15,evaluation,44,24,"6A,21A",25,64,15,,,,,,,,,,
,,,,,html-keyboard-response,78,240898,0.0-17.0-2.20,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,79,241905,0.0-17.0-0.21,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,29,"8C,19A,24B",,,,,,,,,,,,,
,,,,,html-slider-response,80,243679,0.0-17.0-1.21,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1773,"
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",32,evaluation,31,29,"8C,19A,24B",65,76,32,,,,,,,,,,
,,,,,html-keyboard-response,81,244347,0.0-17.0-2.21,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,82,245354,0.0-17.0-0.22,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,13,"3A,5C,10B",,,,,,,,,,,,,
,,,,,html-slider-response,83,249295,0.0-17.0-1.22,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3940,"
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",20,evaluation,9,13,"3A,5C,10B",70,36,20,,,,,,,,,,
,,,,,html-keyboard-response,84,250720,0.0-17.0-2.22,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,85,251725,0.0-17.0-0.23,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,21,"11C,18C,25A",,,,,,,,,,,,,
,,,,,html-slider-response,86,254327,0.0-17.0-1.23,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2600,"
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",23,evaluation,33,21,"11C,18C,25A",45,58,23,,,,,,,,,,
,,,,,html-keyboard-response,87,255122,0.0-17.0-2.23,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,88,256139,0.0-17.0-0.24,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,25,"1B,3B,4A",,,,,,,,,,,,,
,,,,,html-slider-response,89,259591,0.0-17.0-1.24,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3451,"
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",37,evaluation,0,25,"1B,3B,4A",50,64,37,,,,,,,,,,
,,,,,html-keyboard-response,90,260530,0.0-17.0-2.24,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,91,261532,0.0-17.0-0.25,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,19,"13C,30A",,,,,,,,,,,,,
,,,,,html-slider-response,92,264031,0.0-17.0-1.25,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2498,"
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",32,evaluation,69,19,"13C,30A",30,58,32,,,,,,,,,,
,,,,,html-keyboard-response,93,264819,0.0-17.0-2.25,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,94,265822,0.0-17.0-0.26,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,3,"12B,20B,23B,27C,29C",,,,,,,,,,,,,
,,,,,html-slider-response,95,268943,0.0-17.0-1.26,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3119,"
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",4,evaluation,24,3,"12B,20B,23B,27C,29C",75,4,4,,,,,,,,,,
,,,,,html-keyboard-response,96,269916,0.0-17.0-2.26,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,97,270922,0.0-17.0-0.27,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,22,"10A,11A",,,,,,,,,,,,,
,,,,,html-slider-response,98,273727,0.0-17.0-1.27,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2803,"
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",45,evaluation,9,22,"10A,11A",45,61,45,,,,,,,,,,
,,,,,html-keyboard-response,99,274585,0.0-17.0-2.27,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,100,275587,0.0-17.0-0.28,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,10,"2C,16C,22B,28A",,,,,,,,,,,,,
,,,,,html-slider-response,101,277487,0.0-17.0-1.28,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1898,"
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",4,evaluation,48,10,"2C,16C,22B,28A",50,18,4,,,,,,,,,,
,,,,,html-keyboard-response,102,278326,0.0-17.0-2.28,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,103,279344,0.0-17.0-0.29,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,4,"12C,17C,23C,28C",,,,,,,,,,,,,
,,,,,html-slider-response,104,280551,0.0-17.0-1.29,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1206,"
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",5,evaluation,0,4,"12C,17C,23C,28C",20,11,5,,,,,,,,,,
,,,,,html-keyboard-response,105,281776,0.0-17.0-2.29,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,106,282779,0.0-17.0-0.30,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,14,"4B,5A,13B,16B",,,,,,,,,,,,,
,,,,,html-slider-response,107,286789,0.0-17.0-1.30,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"
                  <p style=""text-align: center;"">₪36
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,16,14,"4B,5A,13B,16B",75,36,20,,,,,,,,,,
,,,,,html-keyboard-response,108,287632,0.0-17.0-2.30,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,109,288635,0.0-18.0,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,110,290903,0.0-19.0,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p>הפסקה.
          <br>לחצו כדי להמשיך.</p>",1,scan_wait,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,111,291918,0.0-20.0,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,112,292935,0.0-21.0-0.0,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,21,"11C,18C,25A",,,,,,,,,,,,,
,,,,,html-slider-response,113,295647,0.0-21.0-1.0,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2711,"
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",22,evaluation,28,21,"11C,18C,25A",45,58,22,,,,,,,,,,
,,,,,html-keyboard-response,114,296284,0.0-21.0-2.0,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,115,297285,0.0-21.0-0.1,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,12,"1C,7C,15C",,,,,,,,,,,,,
,,,,,html-slider-response,116,299031,0.0-21.0-1.1,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1744,"
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",14,evaluation,33,12,"1C,7C,15C",60,36,15,,,,,,,,,,
,,,,,html-keyboard-response,117,299801,0.0-21.0-2.1,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,118,300807,0.0-21.0-0.2,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,2,"4C,17B",,,,,,,,,,,,,
,,,,,html-slider-response,119,302727,0.0-21.0-1.2,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1918,"
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,evaluation,19,2,"4C,17B",50,4,1,,,,,,,,,,
,,,,,html-keyboard-response,120,303963,0.0-21.0-2.2,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,121,304975,0.0-21.0-0.3,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,24,"6A,21A",,,,,,,,,,,,,
,,,,,html-slider-response,122,308447,0.0-21.0-1.3,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3471,"
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",20,evaluation,6,24,"6A,21A",25,64,20,,,,,,,,,,
,,,,,html-keyboard-response,123,309030,0.0-21.0-2.3,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,124,310045,0.0-21.0-0.4,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,31,8A,,,,,,,,,,,,,
,,,,,html-slider-response,125,313023,0.0-21.0-1.4,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2976,"
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",48,evaluation,52,31,8A,65,79,48,,,,,,,,,,
,,,,,html-keyboard-response,126,313869,0.0-21.0-2.4,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,127,314871,0.0-21.0-0.5,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,14,"4B,5A,13B,16B",,,,,,,,,,,,,
,,,,,html-slider-response,128,318703,0.0-21.0-1.5,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3831,"
                  <p style=""text-align: center;"">₪36
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",14,evaluation,76,14,"4B,5A,13B,16B",75,36,14,,,,,,,,,,
,,,,,html-keyboard-response,129,319822,0.0-21.0-2.5,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,130,320827,0.0-21.0-0.6,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,26,"2B,16A",,,,,,,,,,,,,
,,,,,html-slider-response,131,324039,0.0-21.0-1.6,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3211,"
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",38,evaluation,51,26,"2B,16A",45,71,38,,,,,,,,,,
,,,,,html-keyboard-response,132,325264,0.0-21.0-2.6,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,133,326280,0.0-21.0-0.7,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,28,8B,,,,,,,,,,,,,
,,,,,html-slider-response,134,329743,0.0-21.0-1.7,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3462,"
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",48,evaluation,7,28,8B,75,71,48,,,,,,,,,,
,,,,,html-keyboard-response,135,330549,0.0-21.0-2.7,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,136,331553,0.0-21.0-0.8,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,17,"2A,7A,9A,15B",,,,,,,,,,,,,
,,,,,html-slider-response,137,333623,0.0-21.0-1.8,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2069,"
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",21,evaluation,25,17,"2A,7A,9A,15B",60,43,21,,,,,,,,,,
,,,,,html-keyboard-response,138,334441,0.0-21.0-2.8,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,139,335452,0.0-21.0-0.9,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,20,"10C,13A,19C,21B",,,,,,,,,,,,,
,,,,,html-slider-response,140,338799,0.0-21.0-1.9,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3345,"
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",19,evaluation,46,20,"10C,13A,19C,21B",40,58,20,,,,,,,,,,
,,,,,html-keyboard-response,141,339911,0.0-21.0-2.9,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,142,340922,0.0-21.0-0.10,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,11,"3C,20A,22A",,,,,,,,,,,,,
,,,,,html-slider-response,143,342807,0.0-21.0-1.10,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1884,"
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",12,evaluation,14,11,"3C,20A,22A",30,36,13,,,,,,,,,,
,,,,,html-keyboard-response,144,344186,0.0-21.0-2.10,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,145,345196,0.0-21.0-0.11,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,6,"14B,21C,25C",,,,,,,,,,,,,
,,,,,html-slider-response,146,347911,0.0-21.0-1.11,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2714,"
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",5,evaluation,23,6,"14B,21C,25C",45,11,5,,,,,,,,,,
,,,,,html-keyboard-response,147,349281,0.0-21.0-2.11,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,148,350298,0.0-21.0-0.12,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,29,"8C,19A,24B",,,,,,,,,,,,,
,,,,,html-slider-response,149,354304,0.0-21.0-1.12,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,71,29,"8C,19A,24B",65,76,31,,,,,,,,,,
,,,,,html-keyboard-response,150,355180,0.0-21.0-2.12,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,151,356191,0.0-21.0-0.13,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪4
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,1,"6C,29B,30C",,,,,,,,,,,,,
,,,,,html-slider-response,152,357487,0.0-21.0-1.13,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1295,"
                  <p style=""text-align: center;"">₪4
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",1,evaluation,17,1,"6C,29B,30C",25,4,1,,,,,,,,,,
,,,,,html-keyboard-response,153,358126,0.0-21.0-2.13,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,154,359128,0.0-21.0-0.14,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,30,9B,,,,,,,,,,,,,
,,,,,html-slider-response,155,362951,0.0-21.0-1.14,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3822,"
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",35,evaluation,74,30,9B,40,79,35,,,,,,,,,,
,,,,,html-keyboard-response,156,364218,0.0-21.0-2.14,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,157,365230,0.0-21.0-0.15,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,19,"13C,30A",,,,,,,,,,,,,
,,,,,html-slider-response,158,367919,0.0-21.0-1.15,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2688,"
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",14,evaluation,39,19,"13C,30A",30,58,14,,,,,,,,,,
,,,,,html-keyboard-response,159,369287,0.0-21.0-2.15,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
